Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model,Price_Per_Kilometer,Kilometers_Driven_log,Price_log
Maruti Alto K10 VXI,Hyderabad,2014,88500,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.6,11,Maruti,AltoK10,2.937853107344633e-05,11.390757830996021,0.9555114450274363
Mercedes-Benz SLC 43 AMG,Kolkata,2017,13372,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,54.0,8,Mercedes-Benz,SLC43,0.00403828896201017,9.500918247539989,3.9889840465642745
Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,2019,12645,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,11.5,6,Hyundai,VernaVTVT,0.0009094503756425465,9.445017159104065,2.4423470353692043
Maruti Alto LXi BSIII,Chennai,2010,94385,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.6,15,Maruti,AltoLXi,1.695184616199608e-05,11.455137441202835,0.47000362924573563
BMW 1 Series 118d Base,Coimbatore,2015,31821,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,17.22,10,BMW,1Series,0.0005411520693881399,10.36788172817358,2.8460714989995846
Honda Jazz 1.2 V CVT i VTEC,Mumbai,2015,12000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.0,10,Honda,Jazz1.2,0.0005,9.392661928770137,1.791759469228055
Honda Civic 2006-2010 1.8 V MT,Delhi,2012,88578,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3.95,13,Honda,Civic2006-2010,4.459346564609723e-05,11.391638798762143,1.3737155789130306
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2014,44965,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,17.95,11,Mercedes-Benz,NewC-Class,0.0003991993772934504,10.713639688348616,2.8875901149342877
Honda Amaze SX i-DTEC,Kolkata,2014,45044,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.7,11,Honda,AmazeSX,8.214190569221206e-05,10.715395068816916,1.308332819650179
Maruti Swift VVT VXI,Kochi,2016,34204,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.43,9,Maruti,SwiftVVT,0.000158753362179862,10.440097875275846,1.691939133945844
Hyundai Santro Xing XO eRLX Euro II,Kochi,2008,80759,Petrol,Manual,Third,17.0,1086.0,,5.0,1.67,17,Hyundai,SantroXing,2.0678809792097474e-05,11.299224689982603,0.5128236264286637
Toyota Fortuner 3.0 Diesel,Coimbatore,2012,91235,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.49,13,Toyota,Fortuner3.0,0.00014785992217898833,11.421193874370635,2.6019486702196644
Chevrolet Beat LT Option,Pune,2014,38800,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.85,11,Chevrolet,BeatLT,7.345360824742269e-05,10.566175525611365,1.0473189942805592
Skoda Rapid 1.5 TDI Elegance,Chennai,2013,83000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4.75,12,Skoda,Rapid1.5,5.72289156626506e-05,11.326595886778735,1.55814461804655
Maruti Ciaz 1.4 Alpha,Kochi,2018,41283,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9.9,7,Maruti,Ciaz1.4,0.00023980815347721823,10.628206071933391,2.2925347571405443
Audi RS5 Coupe,Mumbai,2013,23000,Petrol,Automatic,First,11.05,2894.0,444.0,4.0,37.0,12,Audi,RS5Coupe,0.001608695652173913,10.043249494911286,3.6109179126442243
BMW 3 Series Luxury Line,Mumbai,2014,48000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,26.5,11,BMW,3Series,0.0005520833333333334,10.778956289890028,3.2771447329921766
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.32,10,Audi,A42.0,0.0004836769403077944,10.783404714295925,3.1493113614822916
Maruti Swift VDI,Chennai,2016,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.25,9,Maruti,SwiftVDI,0.00017857142857142857,10.46310334047155,1.8325814637483102
Mercedes-Benz S Class 2005 2013 S 500,Kolkata,2010,35277,Petrol,Automatic,First,7.81,5461.0,362.9,5.0,30.0,15,Mercedes-Benz,SClass,0.0008504124500382685,10.470986472491525,3.4011973816621555
Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,Coimbatore,2016,54620,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,9.86,9,Skoda,Rapid1.5,0.00018051995606005125,10.908155395027697,2.288486168614544
Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,136997,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,8.5,13,Skoda,SuperbElegance,6.204515427345124e-05,11.827714306760283,2.1400661634962708
Hyundai EON Magna Plus,Kochi,2019,14322,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.23,6,Hyundai,EONMagna,0.0002953498114788438,9.569552095566886,1.4422019930581866
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2012,65634,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.5,13,Volkswagen,PoloDiesel,5.332602005058354e-05,11.091849133347846,1.252762968495368
Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63,1198.0,67.06,5.0,2.5,9,Datsun,GONXT,0.0004166666666666667,8.699514748210191,0.9162907318741551
Honda Brio S MT,Kolkata,2013,33280,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.39,12,Honda,BrioS,7.181490384615385e-05,10.412711894935144,0.8712933659434193
Mercedes-Benz B Class B180,Delhi,2013,29000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.25,12,Mercedes-Benz,BClass,0.0003879310344827586,10.275051108968611,2.4203681286504293
Honda City i DTEC V,Kochi,2015,42831,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.11,10,Honda,Cityi,0.00016600126076906914,10.66501741845733,1.9615022438151495
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10.9,9,Toyota,Innova2.5,0.00012111111111111112,11.407564949312402,2.388762789235098
Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6.2,8,Maruti,SwiftVXI,0.00025827952509893773,10.08601742096504,1.824549292051046
Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.9,13,Mahindra,XUV500W8,0.0002409124176628446,10.397939862184174,2.066862759472976
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4.42,11,Ford,Ecosport1.5,2.9885461601914833e-05,11.90427812595702,1.4861396960896067
Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.5,13,Toyota,Fortuner4x2,0.000102455128448374,11.788775311915373,2.6026896854443837
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,6.25,12,Volkswagen,Vento1.5,9.615384615384615e-05,11.082142548877775,1.8325814637483102
Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.1,15,Ford,FigoDiesel,3.175899460097092e-05,11.099271922956497,0.7419373447293773
BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,45.0,10,BMW,X5xDrive,0.0010975609756097562,10.621327345686446,3.8066624897703196
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,33.66,8,Mercedes-Benz,NewC-Class,0.0014292993630573246,10.066881099444563,3.51631018876266
Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.65,13,Honda,BrioV,8.11111111111111e-05,10.714417768752456,1.2947271675944
Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75,12,Hyundai,i10Magna,4.5833333333333334e-05,11.002099841204238,1.0116009116784799
Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,42.5,9,Mercedes-Benz,GLC220,0.0009569054802539739,10.701310014034204,3.7495040759303713
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.5,6,Hyundai,Grandi10,0.0065,6.907755278982137,1.8718021769015913
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,19.0,13,Audi,A62011-2015,0.000304,11.042921835724492,2.9444389791664403
Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,4.45,12,Volkswagen,VentoPetrol,0.00021190476190476192,9.95227771670556,1.4929040961781488
Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,23.0,8,Mini Cooper,CountrymanCooper,0.0026979472140762463,9.050758302151717,3.1354942159291497
Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.35,11,Hyundai,i20Asta,0.0002879310344827586,10.275051108968611,2.122261538862764
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,22.95,11,Audi,A62011-2015,0.0005737499999999999,10.596634733096073,3.133317936506554
Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.5,13,Chevrolet,BeatDiesel,1.7045454545454546e-05,11.385092093460344,0.4054651081081644
Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,6.89,13,Skoda,SuperbElegance,0.00012869604198965202,10.888128282631826,1.9300710850255671
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,1.45,19,Ford,Fiesta1.4,6.712962962962963e-06,12.283033686666302,0.371563556432483
BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,33.5,11,BMW,5Series,0.0006568627450980392,10.839580911706463,3.5115454388310208
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.25,18,Chevrolet,OptraMagnum,1.0548523206751054e-05,11.682668239557323,0.22314355131420976
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.2,13,Volkswagen,PoloDiesel,6.666666666666667e-05,11.05089000537367,1.4350845252893227
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,6.75,10,Renault,Lodgy110PS,0.00027,10.126631103850338,1.9095425048844386
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,32.0,11,Mercedes-Benz,E-ClassE250,0.0008560269648493927,10.528944584126123,3.4657359027997265
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.5,8,Maruti,BalenoAlpha,0.0003027489605619021,10.117509629400777,2.0149030205422647
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.6,13,Hyundai,Verna1.6,7.419354838709677e-05,11.03488966402723,1.5260563034950492
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.04,8,Hyundai,i10Magna,7.718761941153993e-05,10.865516176084137,1.3962446919730587
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,10.31,9,Mahindra,Scorpio1.99,0.00018170922998290417,10.946217083956563,2.333114298028869
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,55.76,7,Land Rover,RoverRange,0.001544983513895431,10.493798805759472,4.0210567664522685
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.6,15,Ford,FigoDiesel,2.1666666666666667e-05,11.695247021764184,0.9555114450274363
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.5,9,Maruti,ErtigaZDI,0.00025757575757575756,10.404262840448617,2.1400661634962708
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0,1197.0,74.0,5.0,2.95,18,Honda,City1.5,4.9161750491617507e-05,11.002199836204571,1.0818051703517284
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5,11,Honda,AmazeS,6.73076923076923e-05,10.858998997563564,1.252762968495368
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55,10,Hyundai,i10Magna,8.147621124142204e-05,10.682147070420287,1.2669476034873244
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,12,Honda,AmazeS,6.5e-05,10.819778284410283,1.1786549963416462
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.5,17,Skoda,LauraAmbiente,3.982300884955752e-05,11.635143097694478,1.5040773967762742
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.35,11,Renault,Duster85PS,5.944444444444444e-05,11.407564949312402,1.6770965609079151
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,6.5,8,Mahindra,NuvoSportN6,0.00022413793103448276,10.275051108968611,1.8718021769015913
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.0,9,Maruti,VitaraBrezza,0.00045,9.903487552536127,2.1972245773362196
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0,9,Hyundai,i20Asta,9.834130990624795e-05,11.018825845119824,1.791759469228055
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,2.75,16,Skoda,Fabia1.4,3.144330486285002e-05,11.378925391103238,1.0116009116784799
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,1.5,15,Tata,IndigoeCS,2.1276595744680852e-05,11.16336798880036,0.4054651081081644
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,19.9,10,Audi,Q32012-2015,0.00031043788902235464,11.068246443685663,2.990719731730447
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,10.0,11,Skoda,OctaviaElegance,0.00013157894736842105,11.238488619268468,2.302585092994046
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.0,11,Toyota,EtiosLiva,2.8846153846153845e-05,11.55214617812351,1.0986122886681098
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,1197.0,74.0,5.0,2.11,15,Maruti,Swift1.3,5.0236899121449485e-05,10.645448706505872,0.7466879474879751
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,11.96,11,Mercedes-Benz,BClass,0.0003211169284467714,10.525272986610377,2.481567748522486
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,3.25,12,Honda,AmazeS,7.222222222222222e-05,10.714417768752456,1.1786549963416462
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.75,13,Hyundai,Verna1.6,4.0309919634749696e-05,11.677057592563973,1.55814461804655
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.95,11,Renault,Duster85PS,0.00019833333333333335,10.308952660644293,1.7833912195575383
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.15,10,Hyundai,Creta1.6,0.00030121595150977567,10.205701030833819,2.0980179272527715
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,4.22,9,Maruti,WagonR,0.0004964705882352941,9.047821442478408,1.4398351280479205
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10.5,15,Mercedes-Benz,NewC-Class,0.00034426229508196723,10.325481962595504,2.3513752571634776
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0,13,Audi,A8L,0.0008035714285714286,10.933106969717286,3.8066624897703196
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.9,13,Hyundai,i10Magna,6.59090909090909e-05,10.691944912900398,1.0647107369924282
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.9,8,Skoda,Rapid1.6,0.0008476190476190477,9.259130536145614,2.186051276738094
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,26.0,8,Skoda,SuperbStyle,0.001,10.165851817003619,3.258096538021482
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.22,7,Hyundai,i20Active,0.00032663116903759043,10.133249156151914,2.1065702090680887
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.5,11,Honda,AmazeVX,5.46875e-05,11.06663836234181,1.252762968495368
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,21,Maruti,WagonR,2.0491803278688525e-05,11.018629143155449,0.22314355131420976
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,3.7,12,Mahindra,Verito1.5,3.457943925233645e-05,11.580584113444043,1.308332819650179
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.41,7,Mercedes-Benz,NewC-Class,0.0013514625698707176,10.280587479087396,3.6740195912069122
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.65,12,Maruti,WagonR,8.28125e-05,10.373491181781864,0.9745596399981308
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92,10,Nissan,TerranoXV,0.00019318649427154397,10.740150490648064,2.188295946591918
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,,5.0,4.1,12,Maruti,SwiftVDI,8.723404255319148e-05,10.757902880692196,1.410986973710262
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.67,8,Mini Cooper,CooperConvertible,0.0013548828199187147,10.17835030752565,3.5743099993708003
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,3.6,10,Ford,FigoDiesel,5.1110227724459085e-05,11.162459775080668,1.2809338454620642
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0.85,18,Tata,IndicaV2,4.25e-06,12.206072645530174,-0.16251892949777494
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,3.32,9,Chevrolet,BeatLT,5.4593590186308845e-05,11.015558860888394,1.199964782928397
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6,13,Volkswagen,PoloDiesel,8e-05,10.714417768752456,1.2809338454620642
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8,9,Maruti,SwiftZDi,0.00010625,11.06663836234181,1.916922612182061
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5,13,Ford,FigoDiesel,6.055614766011045e-05,10.628230294685824,0.9162907318741551
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64,6,Toyota,InnovaCrysta,0.001386516060713025,9.558529412264617,2.97756830292632
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0,14,Hyundai,SantaFe,0.0001044776119402985,11.112447898373103,1.9459101490553132
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,14,Honda,Cityi-VTEC,0.0001188137050227189,10.391208302587023,1.3532545070416904
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27,7,Hyundai,i201.2,0.0004191176470588235,9.613135251528469,1.8357763546448294
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12,10,Mercedes-Benz,NewC-Class,0.0003236870310825295,10.932749763069445,2.8970163006148333
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65,12,Chevrolet,BeatDiesel,3.581081081081081e-05,11.211820372186306,0.9745596399981308
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2,10,Hyundai,i20Sportz,0.00012665576019842736,10.948118727337723,1.9740810260220096
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3,10,Toyota,Innova2.5,0.00011781765452238536,11.706631966630747,2.6602595372658615
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9,12,Maruti,ErtigaVDI,0.0001326923076923077,10.858998997563564,1.9315214116032138
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75,11,Toyota,Innova2.5,9.110169491525424e-05,11.678439903447801,2.3749057545736716
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,,5.0,0.95,18,Hyundai,SantroXing,1.3194444444444444e-05,11.184421397998193,-0.05129329438755058
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09,9,Honda,Cityi,0.0002385375202712664,10.43161267338018,2.0906287310704004
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5,11,BMW,X1sDrive20d,0.00022560425355479136,11.314498916192855,2.917770732084279
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,8,Hyundai,Grandi10,0.00014393939393939393,10.404262840448617,1.55814461804655
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,9,Maruti,Ciaz1.3,0.0002485294117647059,10.4341158035983,2.134166441369082
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,13,Skoda,RapidLeisure,6.363636363636364e-05,10.915088464214607,1.252762968495368
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,19,Hyundai,AccentCRDi,1.1212298645803486e-05,11.986285953653564,0.5877866649021191
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,11,Volkswagen,PoloGT,6.166666666666667e-05,11.002099841204238,1.308332819650179
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,8,Honda,Jazz1.2,0.00014462934947049924,10.811241953387997,1.969905654611529
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,15,Hyundai,i10Era,2.108433734939759e-05,11.326595886778735,0.5596157879354227
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,7,Hyundai,Tucson2.0,0.00042827094613017563,10.846342315535834,3.09058780456667
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,8,Toyota,InnovaCrysta,0.0004337209302325581,10.668955394675699,2.9258461460898246
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,14,Maruti,OmniMPI,5.285714285714286e-05,10.46310334047155,0.6151856390902335
